Time,Setpoint,Speed,Control,Load
0.793,30,9.97456,12,0
0.794,30,9.98378,12,0
0.795,30,9.99299,12,0
0.796,30,10.0022,12,0
0.797,30,10.0114,12,0
0.798,30,10.0206,12,0
0.799,30,10.0297,12,0
0.8,30,10.0389,12,0
0.801,30,10.048,12,0
0.802,30,10.0571,12,0
0.803,30,10.0663,12,0
0.804,30,10.0754,12,0
0.805,30,10.0845,12,0
0.806,30,10.0935,12,0
0.807,30,10.1026,12,0
0.808,30,10.1117,12,0
0.809,30,10.1207,12,0
0.81,30,10.1297,12,0
0.811,30,10.1388,12,0
0.812,30,10.1478,12,0
0.813,30,10.1568,12,0
0.814,30,10.1658,12,0
0.815,30,10.1748,12,0
0.816,30,10.1837,12,0
0.817,30,10.1927,12,0
0.818,30,10.2016,12,0
0.819,30,10.2105,12,0
0.82,30,10.2195,12,0
0.821,30,10.2284,12,0
0.822,30,10.2373,12,0
0.823,30,10.2462,12,0
0.824,30,10.255,12,0
0.825,30,10.2639,12,0
0.826,30,10.2728,12,0
0.827,30,10.2816,12,0
0.828,30,10.2904,12,0
0.829,30,10.2992,12,0
0.83,30,10.3081,12,0
0.831,30,10.3169,12,0
0.832,30,10.3256,12,0
0.833,30,10.3344,12,0
0.834,30,10.3432,12,0
0.835,30,10.3519,12,0
0.836,30,10.3607,12,0
0.837,30,10.3694,12,0
0.838,30,10.3781,12,0
0.839,30,10.3868,12,0
0.84,30,10.3955,12,0
0.841,30,10.4042,12,0
0.842,30,10.4129,12,0
0.843,30,10.4215,12,0
0.844,30,10.4302,12,0
0.845,30,10.4388,12,0
0.846,30,10.4475,12,0
0.847,30,10.4561,12,0
0.848,30,10.4647,12,0
0.849,30,10.4733,12,0
0.85,30,10.4819,12,0
0.851,30,10.4904,12,0
0.852,30,10.499,12,0
0.853,30,10.5076,12,0
0.854,30,10.5161,12,0
0.855,30,10.5246,12,0
0.856,30,10.5332,12,0
0.857,30,10.5417,12,0
0.858,30,10.5502,12,0
0.859,30,10.5586,12,0
0.86,30,10.5671,12,0
0.861,30,10.5756,12,0
0.862,30,10.584,12,0
0.863,30,10.5925,12,0
0.864,30,10.6009,12,0
0.865,30,10.6093,12,0
0.866,30,10.6178,12,0
0.867,30,10.6262,12,0
0.868,30,10.6345,12,0
0.869,30,10.6429,12,0
0.87,30,10.6513,12,0
0.871,30,10.6597,12,0
0.872,30,10.668,12,0
0.873,30,10.6763,12,0
0.874,30,10.6847,12,0
0.875,30,10.693,12,0
0.876,30,10.7013,12,0
0.877,30,10.7096,12,0
0.878,30,10.7179,12,0
0.879,30,10.7261,12,0
0.88,30,10.7344,12,0
0.881,30,10.7426,12,0
0.882,30,10.7509,12,0
0.883,30,10.7591,12,0
0.884,30,10.7673,12,0
0.885,30,10.7755,12,0
0.886,30,10.7837,12,0
0.887,30,10.7919,12,0
0.888,30,10.8001,12,0
0.889,30,10.8083,12,0
0.89,30,10.8164,12,0
0.891,30,10.8246,12,0
0.892,30,10.8327,12,0
0.893,30,10.8408,12,0
0.894,30,10.849,12,0
0.895,30,10.8571,12,0
0.896,30,10.8652,12,0
0.897,30,10.8732,12,0
0.898,30,10.8813,12,0
0.899,30,10.8894,12,0
0.9,30,10.8974,12,0
0.901,30,10.9055,12,0
0.902,30,10.9135,12,0
0.903,30,10.9215,12,0
0.904,30,10.9295,12,0
0.905,30,10.9375,12,0
0.906,30,10.9455,12,0
0.907,30,10.9535,12,0
0.908,30,10.9615,12,0
0.909,30,10.9694,12,0
0.91,30,10.9774,12,0
0.911,30,10.9853,12,0
0.912,30,10.9933,12,0
0.913,30,11.0012,12,0
0.914,30,11.0091,12,0
0.915,30,11.017,12,0
0.916,30,11.0249,12,0
0.917,30,11.0328,12,0
0.918,30,11.0406,12,0
0.919,30,11.0485,12,0
0.92,30,11.0563,12,0
0.921,30,11.0642,12,0
0.922,30,11.072,12,0
0.923,30,11.0798,12,0
0.924,30,11.0876,12,0
0.925,30,11.0954,12,0
0.926,30,11.1032,12,0
