Time,Setpoint,Speed,Control,Load
26.664,10,10.1232,4.07912,-1.5
26.665,10,10.1232,4.07911,-1.5
26.666,10,10.1232,4.07911,-1.5
26.667,10,10.1231,4.0791,-1.5
26.668,10,10.1231,4.07909,-1.5
26.669,10,10.1231,4.07908,-1.5
26.67,10,10.1231,4.07908,-1.5
26.671,10,10.1231,4.07907,-1.5
26.672,10,10.1231,4.07906,-1.5
26.673,10,10.1231,4.07905,-1.5
26.674,10,10.1231,4.07905,-1.5
26.675,10,10.123,4.07904,-1.5
26.676,10,10.123,4.07903,-1.5
26.677,10,10.123,4.07902,-1.5
26.678,10,10.123,4.07902,-1.5
26.679,10,10.123,4.07901,-1.5
26.68,10,10.123,4.079,-1.5
26.681,10,10.123,4.07899,-1.5
26.682,10,10.123,4.07899,-1.5
26.683,10,10.123,4.07898,-1.5
26.684,10,10.1229,4.07897,-1.5
26.685,10,10.1229,4.07896,-1.5
26.686,10,10.1229,4.07896,-1.5
26.687,10,10.1229,4.07895,-1.5
26.688,10,10.1229,4.07894,-1.5
26.689,10,10.1229,4.07893,-1.5
26.69,10,10.1229,4.07893,-1.5
26.691,10,10.1229,4.07892,-1.5
26.692,10,10.1229,4.07891,-1.5
26.693,10,10.1228,4.0789,-1.5
26.694,10,10.1228,4.0789,-1.5
26.695,10,10.1228,4.07889,-1.5
26.696,10,10.1228,4.07888,-1.5
26.697,10,10.1228,4.07888,-1.5
26.698,10,10.1228,4.07887,-1.5
26.699,10,10.1228,4.07886,-1.5
26.7,10,10.1228,4.07885,-1.5
26.701,10,10.1227,4.07885,-1.5
26.702,10,10.1227,4.07884,-1.5
26.703,10,10.1227,4.07883,-1.5
26.704,10,10.1227,4.07882,-1.5
26.705,10,10.1227,4.07882,-1.5
26.706,10,10.1227,4.07881,-1.5
26.707,10,10.1227,4.0788,-1.5
26.708,10,10.1227,4.07879,-1.5
26.709,10,10.1227,4.07879,-1.5
26.71,10,10.1226,4.07878,-1.5
26.711,10,10.1226,4.07877,-1.5
26.712,10,10.1226,4.07876,-1.5
26.713,10,10.1226,4.07876,-1.5
26.714,10,10.1226,4.07875,-1.5
26.715,10,10.1226,4.07874,-1.5
26.716,10,10.1226,4.07873,-1.5
26.717,10,10.1226,4.07873,-1.5
26.718,10,10.1226,4.07872,-1.5
26.719,10,10.1225,4.07871,-1.5
26.72,10,10.1225,4.0787,-1.5
26.721,10,10.1225,4.0787,-1.5
26.722,10,10.1225,4.07869,-1.5
26.723,10,10.1225,4.07868,-1.5
26.724,10,10.1225,4.07868,-1.5
26.725,10,10.1225,4.07867,-1.5
26.726,10,10.1225,4.07866,-1.5
26.727,10,10.1224,4.07865,-1.5
26.728,10,10.1224,4.07865,-1.5
26.729,10,10.1224,4.07864,-1.5
26.73,10,10.1224,4.07863,-1.5
26.731,10,10.1224,4.07862,-1.5
26.732,10,10.1224,4.07862,-1.5
26.733,10,10.1224,4.07861,-1.5
26.734,10,10.1224,4.0786,-1.5
26.735,10,10.1224,4.07859,-1.5
26.736,10,10.1223,4.07859,-1.5
26.737,10,10.1223,4.07858,-1.5
26.738,10,10.1223,4.07857,-1.5
26.739,10,10.1223,4.07856,-1.5
26.74,10,10.1223,4.07856,-1.5
